"year","sex","age","deaths"
2021,"female",5,38.8235294117647
2022,"female",5,32.2191780821918
2023,"female",5,42.6666666666667
2024,"female",5,50.6666666666667
1990,"female",10,77.8395061728395
1991,"female",10,67.84
1992,"female",10,67.6923076923077
1993,"female",10,57.0731707317073
1994,"female",10,52.6846846846847
1995,"female",10,54.9026548672566
1996,"female",10,53.8363636363636
1997,"female",10,50.4423076923077
1998,"female",10,56.2393162393162
1999,"female",10,46.3125
2000,"female",10,62.4496124031008
2001,"female",10,52.2162162162162
2002,"female",10,50.7169811320755
2003,"female",10,54.0350877192982
2004,"female",10,39.0697674418605
2005,"female",10,59.0163934426229
2006,"female",10,56.25
2007,"female",10,46.62
2008,"female",10,54.8771929824561
2010,"female",10,55.6899138649625
2012,"female",10,70.9594594594595
2013,"female",10,53.5862068965517
2014,"female",10,57.5934959349593
2015,"female",10,58.1102362204724
2016,"female",10,41.5280898876404
2017,"female",10,49.5238095238095
2019,"female",10,42.6416798374351
2020,"female",10,56.2393162393162
2021,"female",10,40.4597701149425
2022,"female",10,55.6885245901639
2023,"female",10,49.8333333333333
2024,"female",10,58.656
1990,"female",15,158.532110091743
1991,"female",15,147.707641196013
1992,"female",15,163.084337349398
1993,"female",15,156.342857142857
1994,"female",15,183.538873994638
1995,"female",15,117.236514522822
1996,"female",15,134.856115107914
1997,"female",15,141.222222222222
1998,"female",15,144.457912457912
1999,"female",15,133.138686131387
2000,"female",15,126.11673151751
2001,"female",15,126.229007633588
2002,"female",15,119.395918367347
2003,"female",15,106.703196347032
2004,"female",15,94.6938775510204
2005,"female",15,100.869565217391
2006,"female",15,118.032786885246
2007,"female",15,132.795620437956
2008,"female",15,132.859259259259
2010,"female",15,182.198393404998
2012,"female",15,262.029850746269
2013,"female",15,209.93488372093
2014,"female",15,189.717223650386
2015,"female",15,136.914893617021
2016,"female",15,133.138686131387
2017,"female",15,144.457912457912
2019,"female",15,126.881730496454
2020,"female",15,127.30534351145
2021,"female",15,107.89519650655
2022,"female",15,111.034482758621
2023,"female",15,126.268199233716
2024,"female",15,118.425702811245
1990,"female",20,206.863961813842
1991,"female",20,219.405405405405
1992,"female",20,197.890547263682
1993,"female",20,239.910020449898
1994,"female",20,232.436440677966
1995,"female",20,194.585858585859
1996,"female",20,200
1997,"female",20,223.138461538462
1998,"female",20,189.360824742268
1999,"female",20,156.1246105919
2000,"female",20,169.298550724638
2001,"female",20,170.114942528736
2002,"female",20,186.530183727034
2003,"female",20,158.444444444444
2004,"female",20,138.287719298246
2005,"female",20,178.835164835165
2006,"female",20,146.830564784053
2007,"female",20,168.035190615836
2008,"female",20,165.320474777448
2010,"female",20,249.734845799362
2012,"female",20,380.573663624511
2013,"female",20,333.321428571429
2014,"female",20,283.463667820069
2015,"female",20,230.553911205074
2016,"female",20,209.509345794393
2017,"female",20,214.745454545455
2019,"female",20,209.373004773005
2020,"female",20,216.731376975169
2021,"female",20,221.119305856833
2022,"female",20,219.524336283186
2023,"female",20,235.259875259875
2024,"female",20,197.956097560976
1990,"female",25,213.424036281179
1991,"female",25,228.179104477612
1992,"female",25,198.317617866005
1993,"female",25,214.923076923077
1994,"female",25,225.032537960954
1995,"female",25,159.522935779817
1996,"female",25,184.8
1997,"female",25,190.139534883721
1998,"female",25,182.553191489362
1999,"female",25,196.728179551122
2000,"female",25,165.388235294118
2001,"female",25,182.538666666667
2002,"female",25,195.248756218905
2003,"female",25,182.518518518519
2004,"female",25,158.871951219512
2005,"female",25,184.479166666667
2006,"female",25,182.264150943396
2007,"female",25,196.355
2008,"female",25,199.708737864078
2010,"female",25,276.757040977754
2012,"female",25,357.906336088154
2013,"female",25,288.449744463373
2014,"female",25,247.749019607843
2015,"female",25,208.852459016393
2016,"female",25,200.388349514563
2017,"female",25,212.027334851936
2019,"female",25,238.926346653263
2020,"female",25,266.259597806216
2021,"female",25,296.375617792422
2022,"female",25,263.53591160221
2023,"female",25,248.77734375
2024,"female",25,240.319361277445
1990,"female",30,181.597368421053
1991,"female",30,187.010362694301
1992,"female",30,206.808510638298
1993,"female",30,214.427927927928
1994,"female",30,196.204433497537
1995,"female",30,204.763723150358
1996,"female",30,168.114942528736
1997,"female",30,167.445086705202
1998,"female",30,178.048780487805
1999,"female",30,163.731778425656
2000,"female",30,168.484149855908
2001,"female",30,199.690072639225
2002,"female",30,187.694300518135
2003,"female",30,188.020565552699
2004,"female",30,191.817721518987
2005,"female",30,201.739130434783
2006,"female",30,202.318289786223
2007,"female",30,253.179190751445
2008,"female",30,225.775862068966
2010,"female",30,314.107550199021
2012,"female",30,363.013550135501
2013,"female",30,308.756756756757
2014,"female",30,282.402753872633
2015,"female",30,237.766393442623
2016,"female",30,212.153498871332
2017,"female",30,209.387755102041
2019,"female",30,245.167253964259
2020,"female",30,343.1
2021,"female",30,312.396923076923
2022,"female",30,283.325463743676
2023,"female",30,279.483870967742
2024,"female",30,283.822147651007
1990,"female",35,180.058047493404
1991,"female",35,196.390243902439
1992,"female",35,186.866323907455
1993,"female",35,216.375838926175
1994,"female",35,175.968
1995,"female",35,202.380952380952
1996,"female",35,209.959090909091
1997,"female",35,222.345733041575
1998,"female",35,239.68986083499
1999,"female",35,198.566666666667
2000,"female",35,182.067885117493
2001,"female",35,216.078431372549
2002,"female",35,208.870967741935
2003,"female",35,223.182203389831
2004,"female",35,214.38202247191
2005,"female",35,219.037199124726
2006,"female",35,244.054580896686
2007,"female",35,266.472924187726
2008,"female",35,249.34749034749
2010,"female",35,330.474690891817
2012,"female",35,396.675642594859
2013,"female",35,402.813925570228
2014,"female",35,344.678770949721
2015,"female",35,294.472491909385
2016,"female",35,313.499231950845
2017,"female",35,307.71473354232
2019,"female",35,290.075151515151
2020,"female",35,481.679282868526
2021,"female",35,434.315673289183
2022,"female",35,358.536388140162
2023,"female",35,338.635971223022
2024,"female",35,367.535064935065
1990,"female",40,230.590631364562
1991,"female",40,224.542372881356
1992,"female",40,190.4
1993,"female",40,225.826271186441
1994,"female",40,209.434977578475
1995,"female",40,214.190687361419
1996,"female",40,242.829076620825
1997,"female",40,254.567164179104
1998,"female",40,242.687258687259
1999,"female",40,224.957264957265
2000,"female",40,267.175843694494
2001,"female",40,271.012345679012
2002,"female",40,251.851851851852
2003,"female",40,289.350734094617
2004,"female",40,271.652173913043
2005,"female",40,306.905132192846
2006,"female",40,291.854838709677
2007,"female",40,280.315966386555
