"year","sex","x","n","mx","ax","qx","px","lx","dx","Lx","Tx","ex"
2021,"female",70,5,0.0582677164669406,2.5,0.254295532385136,0.745704467614864,53744.6012270076,13667.0119818487,234555.476180416,587114.022772031,10.9241488329622
2021,"female",75,5,0.0839043106312112,2.5,0.346780587764409,0.653219412235591,40077.5892451589,13898.1299546167,165642.621339252,352558.546591615,8.79690004393671
2021,"female",80,5,0.109114275125877,2.5,0.428643550012024,0.571356449987976,26179.4592905421,11221.6563676932,102843.155533478,186915.925252363,7.13979319350916
2021,"female",85,NA,0.177914953591554,NA,1,0,14957.8029228489,14957.8029228489,84072.7697188854,84072.7697188854,5.62066301799307
2021,"male",5,5,0.000505459441811601,0.0463566531418223,0.00252098500092925,0.997479014999071,1e+05,252.098500092921,498751.193942262,5690715.16132133,56.9071516132133
2021,"male",10,5,0.000509929190774751,1.64957662621186,0.00254529736758761,0.997454702632412,99747.9014999071,253.888071110094,497888.874971762,5191963.96737907,52.0508591088897
2021,"male",15,5,0.00128079462461036,2.5,0.00638353313573612,0.993616466864264,99494.013428797,635.123331530107,495882.25881516,4694075.09240731,47.1794727204027
2021,"male",20,5,0.00244136439932845,2.5,0.012132770710448,0.987867229289552,98858.8900972669,1199.43224623952,491295.869870736,4198192.83359215,42.4665179779134
2021,"male",25,5,0.00322131325422507,2.5,0.015977891784674,0.984022108215326,97659.4578510274,1560.39224929365,484396.308631903,3706896.96372141,37.9573780695775
2021,"male",30,5,0.00417280795998849,2.5,0.0206486328511322,0.979351367148868,96099.0656017337,1984.31432294707,475534.542201301,3222500.65508951,33.5331112213371
2021,"male",35,5,0.00594781719036048,2.5,0.029303358404666,0.970696641595334,94114.7512787866,2757.87828788828,463679.060674212,2746966.11288821,29.1874129779204
2021,"male",40,5,0.00903675233225285,2.5,0.0441855274897766,0.955814472510223,91356.8729908984,4036.65162291937,446692.735897193,2283287.052214,24.993051726294
2021,"male",45,5,0.0137474765955617,2.5,0.066453464362756,0.933546535637244,87320.221367979,5802.73121882496,422094.278792833,1836594.3163168,21.0328637232509
2021,"male",50,5,0.0206450553275155,2.5,0.0981590301183557,0.901840969881644,81517.490149154,8001.67777072356,387583.256318961,1414500.03752397,17.3521048665242
2021,"male",55,5,0.0339501466393886,2.5,0.156470262320713,0.843529737679287,73515.8123784305,11503.0384475734,338821.465773219,1026916.78120501,13.9686517496243
2021,"male",60,5,0.052944118559442,2.5,0.233777706299961,0.766222293700039,62012.7739308571,14497.2040508538,273820.859527151,688095.315431792,11.0960254124256
2021,"male",65,5,0.0754962564875464,2.5,0.317547217070567,0.682452782929433,47515.5698800033,15088.4369829171,199856.756942724,414274.455904641,8.71870961351948
2021,"male",70,5,0.113940864063734,2.5,0.443400679069583,0.556599320930417,32427.1328970862,14378.2127468476,126190.132618312,214417.698961917,6.61229284878233
2021,"male",75,5,0.171156946222843,2.5,0.599334201762695,0.400665798237305,18048.9201502386,10817.3351509218,63201.2628738882,88227.5663436056,4.88824625568746
2021,"male",80,5,0.257220431672515,2.5,0.782752389538263,0.217247610461737,7231.58499931671,5660.54043836422,22006.573900673,25026.3034697174,3.46069409017277
2021,"male",85,NA,0.520260018333249,NA,1,0,1571.0445609525,1571.0445609525,3019.7295690444,3019.7295690444,1.92211579741163
