year,sex,mx,qx,lx,dx,Lx,Tx,ex,age,causa,sex_label
2019,male,0.00409933101887674,0.0202887295484547,94932.5907484235,1926.0616590289,469847.799594545,3083585.93067952,32.4818474495359,35,todas_causas,m
2019,male,0.00638702440400629,0.0314332103165611,93006.5290893946,2923.4937896803,457723.910972772,2613738.13108497,28.1027381268334,40,todas_causas,m
2019,male,0.00986807118122185,0.048152426964035,90083.0352997143,4337.71677796807,439570.884553651,2156014.2201122,23.933632042248,45,todas_causas,m
2019,male,0.0147620318280279,0.0711831397052691,85745.3185217462,6103.62098740626,413467.540140215,1716443.33555855,20.017924770123,50,todas_causas,m
2019,male,0.0242909690566946,0.114501466343719,79641.69753434,9119.0911497849,375410.759797238,1302975.79541833,16.36047241279,55,todas_causas,m
2019,male,0.0362617758924238,0.166238611293626,70522.6063845551,11723.5801501754,323304.081547337,927565.035621095,13.1527333315383,60,todas_causas,m
2019,male,0.0558579124263004,0.245067205827347,58799.0262343796,14409.7130646283,257970.848510327,604260.954073758,10.2767170269981,65,todas_causas,m
2019,male,0.0830377942826298,0.343814895088907,44389.3131697513,15261.7070505267,183792.29822244,346290.105563431,7.80120440789804,70,todas_causas,m
2019,male,0.136652831887316,0.509278340735598,29127.6061192246,14834.0589139988,108552.883311126,162497.807340991,5.57882466124601,75,todas_causas,m
2019,male,0.226236557119994,0.72252746840726,14293.5472052259,10327.4804767515,45649.0348342505,53944.9240298643,3.77407534010463,80,todas_causas,m
2019,male,0.478076145299926,1,3966.06672847435,3966.06672847435,8295.8891956138,8295.8891956138,2.09171699912498,85,todas_causas,m
2021,female,0.000277590061189892,0.0013860472322251,1e+05,138.60472322251,499314.43016504,6446873.76489523,64.4687376489523,5,sin_homicidios,f
2021,female,0.00029923473252884,0.00149461796787266,99861.3952767775,149.254635677513,498787.805867827,5947559.33473019,59.5581437475997,10,sin_homicidios,f
2021,female,0.000796875212689842,0.00397645421894553,99712.1406411,396.500762332391,497569.451299669,5448771.52886236,54.6450160815869,15,sin_homicidios,f
2021,female,0.00163248226250924,0.0081292342358019,99315.6398787676,807.360099853046,494559.799144205,4951202.07756269,49.8531961693699,20,sin_homicidios,f
2021,female,0.00230609200745024,0.0114643653340826,98508.2797789145,1129.33490781751,489718.061625029,4456642.27841849,45.2412963501209,25,sin_homicidios,f
2021,female,0.0026894000760266,0.0133571932885189,97378.944871097,1300.70938887526,483642.950883297,3966924.21679346,40.7369808950444,30,sin_homicidios,f
2021,female,0.00384699108507984,0.0190517258763945,96078.2354822218,1830.45620509496,475815.036898372,3483281.26591016,36.2546340326442,35,sin_homicidios,f
2021,female,0.00523260556554642,0.0258251951776869,94247.7792771268,2433.96729489537,465153.978148396,3007466.22901179,31.9102078805339,40,sin_homicidios,f
2021,female,0.00784814799541924,0.0384856375295218,91813.8119822314,3533.51308815183,450235.277190778,2542312.2508634,27.6898670905354,45,sin_homicidios,f
2021,female,0.0109289903615598,0.0531916249176959,88280.2988940796,4695.77254639597,429662.063104408,2092076.97367262,23.6981183784021,50,sin_homicidios,f
2021,female,0.0180070053082284,0.0861564762291506,83584.5263476837,7201.34825739902,399919.261094921,1662414.91056821,19.8890271107492,55,sin_homicidios,f
2021,female,0.0274748857419364,0.128545028764673,76383.1780902846,9818.67782475281,357369.195889541,1262495.64947329,16.5284514344379,60,sin_homicidios,f
2021,female,0.0401673792335219,0.182509568534891,66564.5002655318,12148.6582232028,302450.855769652,905126.453583749,13.5977352789117,65,sin_homicidios,f
2021,female,0.0571151494983268,0.249893925244041,54415.842042329,13598.1883634173,238083.739303102,602675.597814097,11.0753702450343,70,sin_homicidios,f
2021,female,0.0822262338321967,0.341027625887353,40817.6536789117,13919.9475284114,169288.39957353,364591.858510995,8.93221010151694,75,sin_homicidios,f
2021,female,0.106953791582475,0.421946904662119,26897.7061505003,11349.4038527148,106115.021120714,195303.458937465,7.2609707996915,80,sin_homicidios,f
2021,female,0.174330918652611,1,15548.3022977854,15548.3022977854,89188.4378167507,89188.4378167507,5.73621711930915,85,sin_homicidios,f
2021,female,0.000284929145233793,0.00142264077410704,1e+05,142.264077410699,499296.333107559,6419914.70816841,64.1991470816841,5,todas_causas,f
2021,female,0.000306818018788673,0.00153245458825863,99857.7359225893,153.027445587693,498756.383969388,5920618.37506086,59.2905328802025,10,todas_causas,f
2021,female,0.000811925474438788,0.00405140377735875,99704.7084770016,403.944032544183,497513.682303648,5421861.99109147,54.3791970701374,15,todas_causas,f
2021,female,0.00166255756615057,0.00827837962405426,99300.7644444574,822.049425030011,494448.698659712,4924348.30878782,49.5902356476036,20,todas_causas,f
2021,female,0.00235374253730496,0.0116998665028534,98478.7150194274,1152.18781909984,489513.105549388,4429899.61012811,44.9833206013523,25,todas_causas,f
2021,female,0.00274206509724846,0.0136169788799506,97326.5272003276,1325.2932653458,483319.402838273,3940386.50457872,40.4862540350197,30,todas_causas,f
2021,female,0.00392839631404298,0.019450953930898,96001.2339349818,1867.31557857869,475337.880728462,3457067.10174045,36.0106527805861,35,todas_causas,f
2021,female,0.00533712732639347,0.0263342633407268,94133.9183564031,2478.94739529199,464472.223293785,2981729.22101199,31.6753968502913,40,todas_causas,f
2021,female,0.0080046105332074,0.0392378435270447,91654.9709611111,3596.3434090479,449283.996282936,2517256.9977182,27.4644896105664,45,todas_causas,f
2021,female,0.0111474072797694,0.0542258425197075,88058.6275520632,4775.05327013976,428355.504584967,2067973.00143526,23.484047604678,50,todas_causas,f
2021,female,0.0183691832563727,0.0878132711085283,83283.5742819234,7313.40308730578,398134.363691353,1639617.4968503,19.6871653382698,55,todas_causas,f
2021,female,0.0280413358247461,0.131021625613406,75970.1711946177,9953.73532804758,354966.517652969,1241483.13315895,16.3417182512141,60,todas_causas,f
2021,female,0.0409877367042961,0.185890596462461,66016.4358665701,12271.8346395625,299402.592733944,886516.615505976,13.428725799402,65,todas_causas,f
2021,female,0.0582677164669406,0.254295532385136,53744.6012270076,13667.0119818487,234555.476180416,587114.022772031,10.9241488329622,70,todas_causas,f
2021,female,0.0839043106312112,0.346780587764409,40077.5892451589,13898.1299546167,165642.621339252,352558.546591615,8.79690004393671,75,todas_causas,f
2021,female,0.109114275125877,0.428643550012024,26179.4592905421,11221.6563676932,102843.155533478,186915.925252363,7.13979319350916,80,todas_causas,f
2021,female,0.177914953591554,1,14957.8029228489,14957.8029228489,84072.7697188854,84072.7697188854,5.62066301799307,85,todas_causas,f
2021,male,0.000498357945521686,0.00248565340246078,1e+05,248.565340246074,498768.691218272,5791896.21860146,57.9189621860146,5,sin_homicidios,m
2021,male,0.000502596324725593,0.00250875712644126,99751.4346597539,250.252122575403,497918.727742448,5293127.52738318,53.0631719276792,10,sin_homicidios,m
2021,male,0.00104806146132071,0.0052266127780388,99501.1825371785,520.054152078781,496205.777305696,4795208.79964074,48.1924805049328,15,sin_homicidios,m
2021,male,0.00200132126514564,0.009956789489384,98981.1283850998,985.534258752145,492441.806278618,4299003.02233504,43.4325521690274,20,sin_homicidios,m
2021,male,0.00263870259460072,0.0131070489627397,97995.5941263476,1284.43305034681,486766.888005871,3806561.21605642,38.844207742121,25,sin_homicidios,m
2021,male,0.00341998675666783,0.0169549693566902,96711.1610760008,1639.73477249352,479456.46844877,3319794.32805055,34.3268997198956,30,sin_homicidios,m
2021,male,0.00487742035476237,0.024093318666616,95071.4263035073,2290.58617002009,469630.666092486,2840337.85960178,29.8758309414045,35,sin_homicidios,m
2021,male,0.00741145632391784,0.0363831512780302,92780.8401334872,3375.6593422794,455465.052311737,2370707.19350929,25.551689229139,40,sin_homicidios,m
2021,male,0.0112699943967052,0.054805818806389,89405.1807912078,4899.9241387954,434776.09360905,1915242.14119756,21.4220487476035,45,sin_homicidios,m
2021,male,0.0202366176587979,0.0963105869809213,84505.2566524124,8138.75087116724,402179.406084144,1480466.04758851,17.5192184041044,50,sin_homicidios,m
2021,male,0.0332771532041168,0.153606775515532,76366.5057812452,11730.4127104453,352506.497130112,1078286.64150436,14.1198897405776,55,sin_homicidios,m
2021,male,0.0518893122422101,0.229654965658483,64636.0930707998,14843.999734473,286070.466017817,725780.14437425,11.2287130903667,60,sin_homicidios,m
2021,male,0.0739832569317334,0.312176668056395,49792.0933363268,15543.9297932875,210100.642198415,439709.678356433,8.83091368314965,65,sin_homicidios,m
2021,male,0.111646773552182,0.436421294234138,34248.1635430393,14946.6278585956,133874.248068707,229609.036158018,6.70427294209428,70,sin_homicidios,m
2021,male,0.167715577784678,0.590843670131908,19301.5356844437,11404.1901829787,67997.2029647716,95734.7880893105,4.95995705494404,75,sin_homicidios,m
2021,male,0.252046094293626,0.77309287333949,7897.34550146498,6105.38152548226,24223.2736936192,27737.5851245389,3.51226689010802,80,sin_homicidios,m
2021,male,0.509904717099523,1,1791.96397598272,1791.96397598272,3514.31143091968,3514.31143091968,1.96115071397706,85,sin_homicidios,m
2021,male,0.000505459441811601,0.00252098500092925,1e+05,252.098500092921,498751.193942262,5690715.16132133,56.9071516132133,5,todas_causas,m
2021,male,0.000509929190774751,0.00254529736758761,99747.9014999071,253.888071110094,497888.874971762,5191963.96737907,52.0508591088897,10,todas_causas,m
2021,male,0.00128079462461036,0.00638353313573612,99494.013428797,635.123331530107,495882.25881516,4694075.09240731,47.1794727204027,15,todas_causas,m
2021,male,0.00244136439932845,0.012132770710448,98858.8900972669,1199.43224623952,491295.869870736,4198192.83359215,42.4665179779134,20,todas_causas,m
2021,male,0.00322131325422507,0.015977891784674,97659.4578510274,1560.39224929365,484396.308631903,3706896.96372141,37.9573780695775,25,todas_causas,m
2021,male,0.00417280795998849,0.0206486328511322,96099.0656017337,1984.31432294707,475534.542201301,3222500.65508951,33.5331112213371,30,todas_causas,m
