year,sex,mx,qx,lx,dx,Lx,Tx,ex,age,causa,sex_label
2021,male,0.00594781719036048,0.029303358404666,94114.7512787866,2757.87828788828,463679.060674212,2746966.11288821,29.1874129779204,35,todas_causas,m
2021,male,0.00903675233225285,0.0441855274897766,91356.8729908984,4036.65162291937,446692.735897193,2283287.052214,24.993051726294,40,todas_causas,m
2021,male,0.0137474765955617,0.066453464362756,87320.221367979,5802.73121882496,422094.278792833,1836594.3163168,21.0328637232509,45,todas_causas,m
2021,male,0.0206450553275155,0.0981590301183557,81517.490149154,8001.67777072356,387583.256318961,1414500.03752397,17.3521048665242,50,todas_causas,m
2021,male,0.0339501466393886,0.156470262320713,73515.8123784305,11503.0384475734,338821.465773219,1026916.78120501,13.9686517496243,55,todas_causas,m
2021,male,0.052944118559442,0.233777706299961,62012.7739308571,14497.2040508538,273820.859527151,688095.315431792,11.0960254124256,60,todas_causas,m
2021,male,0.0754962564875464,0.317547217070567,47515.5698800033,15088.4369829171,199856.756942724,414274.455904641,8.71870961351948,65,todas_causas,m
2021,male,0.113940864063734,0.443400679069583,32427.1328970862,14378.2127468476,126190.132618312,214417.698961917,6.61229284878233,70,todas_causas,m
2021,male,0.171156946222843,0.599334201762695,18048.9201502386,10817.3351509218,63201.2628738882,88227.5663436056,4.88824625568746,75,todas_causas,m
2021,male,0.257220431672515,0.782752389538263,7231.58499931671,5660.54043836422,22006.573900673,25026.3034697174,3.46069409017277,80,todas_causas,m
2021,male,0.520260018333249,1,1571.0445609525,1571.0445609525,3019.7295690444,3019.7295690444,1.92211579741163,85,todas_causas,m
